Mine Name,CAAQMS_Source_Name,CAAQMS_Match_Type,Environmental_Anomaly,Environmental_Risk_Score,Environmental_Min_Anomaly_Score,Environmental_Anomaly_Count,Environmental_Observations,Environmental_Anomaly_Rate,Environmental_Available,Production_Source_Name,Production_Match_Type,Operational_ZScore,Operational_Absolute_ZScore,Operational_Anomaly,Operational_Anomaly_Category,Operational_Anomaly_Reason,Operational_Change,Data_Sufficient,Operational_Available,Evidence_Count,Evidence_Coverage,Evidence_Status,Safety_Evidence_Available,Safety_Evidence_Status,Environmental_Component,Operational_Component,Safety_Component,Available_Evidence_Domains,Confidence_Score,Confidence_Category,Confidence_Explanation,Assessment_Limitation
Dudhichua Project,,,,,,,,,0,Dudhichua Project,Contextual_Fuzzy,1.6996635083237726,1.6996635083237726,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.9699999999999989,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Dulanga Coal Mining Project,,,,,,,,,0,Dulanga Coal Mining Project,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Durgapur Open Cast,,,,,,,,,0,Durgapur Open Cast,Contextual_Fuzzy,0.5433391530873273,0.5433391530873273,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.77,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Durgapur Rayatwari Colly,,,,,,,,,0,Durgapur Rayatwari Colly,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
DVC Tubed Mines,,,,,,,,,0,DVC Tubed Mines,Contextual_Fuzzy,1.237133766229195,1.237133766229195,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.49,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
E.Basuria,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Ena,,,,,,,,,0,Ena,Contextual_Fuzzy,0.2349859916909417,0.2349859916909417,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.4500000000000002,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
G & G B Coal Mine,,,,,,,,,0,G & G B Coal Mine,Contextual_Fuzzy,1.5358508913319435,1.5358508913319435,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.8,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gare Palma IV 6,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gare Palma IV-2&3,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gare Palma IV/1,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gare Palma IV/2&3,,,,,,,,,0,Gare Palma IV/2&3,Contextual_Fuzzy,-2.0198465010201287,2.0198465010201287,1.0,Unusual,Production decreased by 1.89 MT compared with the previous year; the change is statistically unusual (Z-score: -2.02).,-1.89,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gare Palma IV/7,,,,,,,,,0,Gare Palma IV/7,Contextual_Fuzzy,0.0326292295245634,0.0326292295245634,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.24,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gare Palma Sector III,,,,,,,,,0,Gare Palma Sector III,Contextual_Fuzzy,0.1675337376354821,0.1675337376354821,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.3799999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Garjanbahal OCP,,,,,,,,,0,Garjanbahal OCP,Contextual_Fuzzy,0.6782436611982461,0.6782436611982461,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.91,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gayatri,,,,,,,,,0,Gayatri,Contextual_Fuzzy,0.1771697739291192,0.1771697739291192,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.3899999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gevra,SECL GEVRA,Verified_Manual,1.0,66.79246063439777,-0.0948021834724228,21.0,23.0,91.30434782608695,1,Gevra,Contextual_Fuzzy,6.170784348571366,6.170784348571366,1.0,Highly Unusual,Production increased by 6.61 MT compared with the previous year; the change is statistically unusual (Z-score: 6.17).,6.609999999999999,True,1,2,100.0,Environmental + Operational,0,Mine-level safety evidence unavailable,1,1,0,2,100.0,High,Environmental and operational evidence are available; mine-level safety evidence is not available.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
"Ghonsa,",,,,,,,,,0,"Ghonsa,",Contextual_Fuzzy,-0.0637311334118071,0.0637311334118071,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.1399999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gidi `A',,,,,,,,,0,Gidi `A',Contextual_Fuzzy,0.0519013021118376,0.0519013021118376,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.26,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gidi `C',,,,,,,,,0,Gidi `C',Contextual_Fuzzy,-0.0830032059990811,0.0830032059990811,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.12,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Giridih OC,,,,,,,,,0,Giridih OC,Contextual_Fuzzy,-0.3913563673954668,0.3913563673954668,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.2,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Godavari Khani 1 & 3,,,,,,,,,0,Godavari Khani-1 & 3,Contextual_Fuzzy,-0.2082716778163627,0.2082716778163627,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0099999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Godavari Khani-11 Incline,,,,,,,,,0,Godavari Khani-11 Incline,Contextual_Fuzzy,-0.4202644762763778,0.4202644762763778,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.2299999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Godavari Khani-2 & 2A,,,,,,,,,0,Godavari Khani-2 & 2A,Contextual_Fuzzy,-0.2179077141099998,0.2179077141099998,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0199999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Godavarikhani V OC,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gokul OC Mine + Gokul Extn.,,,,,,,,,0,Gokul OC Mine + Gokul Extn.,Contextual_Fuzzy,-0.2660878955781849,0.2660878955781849,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0699999999999998,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gondudih/Khas Kusunda,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gopalichuck,,,,,,,,,0,Gopalichuck,Contextual_Fuzzy,-0.0155509519436218,0.0155509519436218,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.1899999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gopinathpur,,,,,,,,,0,Gopinathpur,Contextual_Fuzzy,-0.2082716778163628,0.2082716778163628,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gotitoria E & W,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gourangdi-A OCP,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gourangdih Extn OC,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gouri -Pauni(A) OCM,,,,,,,,,0,Gouri -Pauni(A) OCM,Contextual_Fuzzy,1.4394905283955728,1.4394905283955728,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.6999999999999995,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gouri Deep,,,,,,,,,0,Gouri Deep,Contextual_Fuzzy,-0.3720842948081927,0.3720842948081927,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.18,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Gouthampur Khani OCP,,,,,,,,,0,Gouthampur Khani OCP,Contextual_Fuzzy,-0.6418933110300301,0.6418933110300301,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.4599999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Govindpur,,,,,,,,,0,"Govindpur,",Contextual_Fuzzy,-0.2082716778163627,0.2082716778163627,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0099999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Govindpur Ph-II OCP,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
GP-IV-8 Coal Mine,,,,,,,,,0,GP-IV-8 Coal Mine,Contextual_Fuzzy,-0.439536548863652,0.439536548863652,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.25,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Haldibari,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Hariajam,,,,,,,,,0,Hariajam,Contextual_Fuzzy,-0.1889996052290887,0.1889996052290887,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Hindustan Lalpeth Colliery No.1,,,,,,,,,0,Hindustan Lalpeth Colliery No.1,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Hindustan Lalpeth OC,,,,,,,,,0,Hindustan Lalpeth OC,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Hingula OCP,,,,,,,,,0,Hingula OCP,Contextual_Fuzzy,0.4566148264445935,0.4566148264445935,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.6799999999999997,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Hirakhand Bundia Mine,,,,,,,,,0,Hirakhand Bundia Mine,Contextual_Fuzzy,-0.1889996052290887,0.1889996052290887,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Hurra C,,,,,,,,,0,Hurra'C',Contextual_Fuzzy,1.5647590002128549,1.5647590002128549,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.83,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
"Indaram Khani-1A, Incline",,,,,,,,,0,"Indaram Khani-1A, Incline",Contextual_Fuzzy,-0.4684446577445632,0.4684446577445632,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.2799999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Indaram Khani-OC,,,,,,,,,0,Indaram Khani-OC,Contextual_Fuzzy,-0.4684446577445632,0.4684446577445632,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.28,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Int. Lakhanpur-Belpahar-Lilari OCP,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Itapara OC Patch,,,,,,,,,0,Itapara OC Patch,Contextual_Fuzzy,-0.2853599681654592,0.2853599681654592,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.09,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
J. K. Nagar Colliery,,,,,,,,,0,J. K. Nagar Colliery,Contextual_Fuzzy,-0.2179077141099998,0.2179077141099998,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0199999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jaganathpur,,,,,,,,,0,Jaganathpur,Contextual_Fuzzy,0.3506184272145865,0.3506184272145865,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.5700000000000003,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jagannath Re-org OCP,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jalagam Vengala Rao OC-2,,,,,,,,,0,Jalagam Vengala Rao OC-2,Contextual_Fuzzy,0.8324202418964394,0.8324202418964394,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.0700000000000005,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jalipa,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jamadoba Colliery,,,,,,,,,0,"Jamadoba Colliery,",Contextual_Fuzzy,-0.3431761859272815,0.3431761859272815,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.15,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jambad OCP,,,,,,,,,0,Jambad OCP,Contextual_Fuzzy,-0.3046320407527332,0.3046320407527332,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.1099999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jambad UG Colliery,,,,,,,,,0,Jambad UG Colliery,Contextual_Fuzzy,-0.2275437504036369,0.2275437504036369,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.03,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jamkhani Coal Mine,,,,,,,,,0,Jamkhani Coal Mine,Contextual_Fuzzy,1.1889535847610098,1.1889535847610098,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.44,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jampali,,,,,,,,,0,Jampali,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jamuna 9 & 10 Jamuna RO,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jarangdih OC,,,,,,,,,0,Jarangdih OC.,Contextual_Fuzzy,0.3891625723891344,0.3891625723891344,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.61,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
"Jawahar Khani OC-5,",,,,,,,,,0,"Jawahar Khani OC-5,",Contextual_Fuzzy,-0.6900734924982153,0.6900734924982153,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.5099999999999998,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jayant Project,,,,,,,,,0,Jayant Project,Contextual_Fuzzy,3.0198004805520497,3.0198004805520497,1.0,Highly Unusual,Production increased by 3.34 MT compared with the previous year; the change is statistically unusual (Z-score: 3.02).,3.34,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jhanjra Project Colliery,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable,0,0,0,0,0.0,Insufficient Evidence,No mine-level evidence is available for risk assessment.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jharkhand OCP,,,,,,,,,0,Jharkhand OCP,Contextual_Fuzzy,-0.1600914963481776,0.1600914963481776,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0399999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jhilimili Colliery,,,,,,,,,0,Jhilimili Colliery,Contextual_Fuzzy,-0.1408194237609034,0.1408194237609034,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.06,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
Jhingurda Project,,,,,,,,,0,Jhingurda Project,Contextual_Fuzzy,-0.1119113148799924,0.1119113148799924,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0899999999999998,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable,0,1,0,1,60.0,Moderate,Only operational evidence is available; environmental and mine-level safety evidence are unavailable.,Confidence reflects available mine-level evidence only. Current accident data is state/year level and is not assigned to individual mines.
